Group,ID,List,Target,ACC,RT,logRT,Critical_Filler,Word_Nonword,Relation_type,Branching
L2,L2_11,F,megulation,1,1039,6.9460,Filler,Nonword,Phonological,NA
L2,L2_11,F,gresidential,1,964,6.8711,Filler,Nonword,Unrelated,NA
L2,L2_11,F,banoshment,1,1328,7.1914,Filler,Nonword,Phonological,NA
L2,L2_11,F,danufacturer,1,861,6.7581,Filler,Nonword,Unrelated,NA
L2,L2_11,F,electricity,1,682,6.5250,Filler,Word,Phonological,NA
L2,L2_11,F,gategorical,1,726,6.5876,Filler,Nonword,Unrelated,NA
L2,L2_11,F,cegression,1,760,6.6333,Filler,Nonword,Phonological,NA
L2,L2_11,F,unskillful,1,732,6.5958,Critical,Word,Unrelated,Right
L2,L2_11,F,specificity,1,574,6.3526,Filler,Word,Semantic,NA
L2,L2_11,F,tonfinement,1,666,6.5013,Filler,Nonword,Phonological,NA
L2,L2_11,F,impediment,0,880,6.7799,Filler,Word,Semantic,NA
L2,L2_11,F,tegislature,1,858,6.7546,Filler,Nonword,Unrelated,NA
L2,L2_11,F,reusable,1,556,6.3208,Critical,Word,Constituent,Left
L2,L2_11,F,fisterhood,1,658,6.4892,Filler,Nonword,Unrelated,NA
L2,L2_11,F,reterminism,1,1016,6.9236,Filler,Nonword,Phonological,NA
L2,L2_11,F,tranquallity,0,1636,7.4000,Filler,Nonword,Unrelated,NA
L2,L2_11,F,feltowship,1,1521,7.3271,Filler,Nonword,Phonological,NA
L2,L2_11,F,ahvertiser,1,1229,7.1140,Filler,Nonword,Phonological,NA
L2,L2_11,F,shiendship,1,1366,7.2196,Filler,Nonword,Phonological,NA
L2,L2_11,F,hospitality,1,722,6.5820,Filler,Word,Phonological,NA
L2,L2_11,F,unresentful,1,533,6.2785,Critical,Word,Constituent,Right
L2,L2_11,F,reclosable,1,658,6.4892,Critical,Word,Constituent,Left
L2,L2_11,F,candidacy,1,1288,7.1608,Filler,Word,Phonological,NA
L2,L2_11,F,department,1,592,6.3835,Filler,Word,Phonological,NA
L2,L2_11,F,mitigation,1,828,6.7190,Filler,Word,Semantic,NA
L2,L2_11,F,hontractor,1,702,6.5539,Filler,Nonword,Phonological,NA
L2,L2_11,F,uncleverness,1,770,6.6464,Critical,Word,Constituent,Left
L2,L2_11,F,original,1,663,6.4968,Filler,Word,Semantic,NA
L2,L2_11,F,rospitalize,1,837,6.7298,Filler,Nonword,Unrelated,NA
L2,L2_11,F,unawareness,1,597,6.3919,Critical,Word,NonConstituent,Left
L2,L2_11,F,undeniable,1,1009,6.9167,Critical,Word,Constituent,Right
L2,L2_11,F,bejection,1,964,6.8711,Filler,Nonword,Unrelated,NA
L2,L2_11,F,stewirdship,1,833,6.7250,Filler,Nonword,Unrelated,NA
L2,L2_11,F,uneventful,1,894,6.7957,Critical,Word,Constituent,Right
L2,L2_11,F,unwariness,1,970,6.8773,Critical,Word,Constituent,Left
L2,L2_11,F,tublicize,1,946,6.8522,Filler,Nonword,Phonological,NA
L2,L2_11,F,megardless,1,1091,6.9948,Filler,Nonword,Phonological,NA
L2,L2_11,F,ungraceful,1,922,6.8265,Critical,Word,Unrelated,Right
L2,L2_11,F,unthankful,1,635,6.4536,Critical,Word,Constituent,Right
L2,L2_11,F,difficalty,1,1063,6.9689,Filler,Nonword,Unrelated,NA
L2,L2_11,F,untruthful,1,861,6.7581,Critical,Word,Unrelated,Right
L2,L2_11,F,unsharpness,1,766,6.6412,Critical,Word,Unrelated,Left
L2,L2_11,F,vechanize,1,638,6.4583,Filler,Nonword,Phonological,NA
L2,L2_11,F,iddustrious,1,742,6.6093,Filler,Nonword,Unrelated,NA
L2,L2_11,F,matherhood,1,1065,6.9707,Filler,Nonword,Phonological,NA
L2,L2_11,F,merformance,1,1183,7.0758,Filler,Nonword,Unrelated,NA
L2,L2_11,F,ocservatory,1,1021,6.9285,Filler,Nonword,Phonological,NA
L2,L2_11,F,entertainer,1,627,6.4409,Filler,Word,Phonological,NA
L2,L2_11,F,haturalism,1,997,6.9048,Filler,Nonword,Unrelated,NA
L2,L2_11,F,bederalism,1,1299,7.1694,Filler,Nonword,Phonological,NA
L2,L2_11,F,crofessional,1,1060,6.9660,Filler,Nonword,Unrelated,NA
L2,L2_11,F,resellable,0,1342,7.2019,Critical,Word,Unrelated,Left
L2,L2_11,F,elastecity,1,1115,7.0166,Filler,Nonword,Phonological,NA
L2,L2_11,F,fersistent,1,1143,7.0414,Filler,Nonword,Phonological,NA
L2,L2_11,F,unavoidable,1,674,6.5132,Critical,Word,Constituent,Right
L2,L2_11,F,pastionless,1,1015,6.9226,Filler,Nonword,Unrelated,NA
L2,L2_11,F,recomputable,1,1149,7.0466,Critical,Word,NonConstituent,Left
L2,L2_11,F,rationalist,1,739,6.6053,Filler,Word,Phonological,NA
L2,L2_11,F,supplement,1,637,6.4568,Filler,Word,Phonological,NA
L2,L2_11,F,rumiliation,1,907,6.8101,Filler,Nonword,Unrelated,NA
L2,L2_11,F,untouchable,1,823,6.7130,Critical,Word,Unrelated,Right
L2,L2_12,A,mitigation,0,723,6.5834,Filler,Word,Semantic,NA
L2,L2_12,A,vechanize,1,743,6.6107,Filler,Nonword,Phonological,NA
L2,L2_12,A,lengthwise,0,580,6.3630,Filler,Nonword,Phonological,NA
L2,L2_12,A,uneventful,1,521,6.2558,Critical,Word,Unrelated,Right
L2,L2_12,A,unskillful,1,574,6.3526,Critical,Word,Constituent,Right
L2,L2_12,A,megulation,1,606,6.4069,Filler,Nonword,Phonological,NA
L2,L2_12,A,unsharpness,1,535,6.2823,Critical,Word,Constituent,Left
L2,L2_12,A,reattachable,1,561,6.3297,Critical,Word,Constituent,Left
L2,L2_12,A,unbreakable,1,578,6.3596,Critical,Word,Constituent,Right
L2,L2_12,A,bictimize,1,527,6.2672,Filler,Nonword,Phonological,NA
L2,L2_12,A,emuivalence,1,661,6.4938,Filler,Nonword,Unrelated,NA
L2,L2_12,A,ahvertiser,1,570,6.3456,Filler,Nonword,Phonological,NA
L2,L2_12,A,hospitality,1,510,6.2344,Filler,Word,Phonological,NA
L2,L2_12,A,pastionless,1,705,6.5582,Filler,Nonword,Unrelated,NA
L2,L2_12,A,haturalism,1,577,6.3578,Filler,Nonword,Unrelated,NA
L2,L2_12,A,untruthful,1,559,6.3261,Critical,Word,Constituent,Right
L2,L2_12,A,matherhood,1,566,6.3386,Filler,Nonword,Phonological,NA
L2,L2_12,A,adsurdly,0,525,6.2634,Filler,Nonword,Unrelated,NA
L2,L2_12,A,unripeness,1,904,6.8068,Critical,Word,Unrelated,Left
L2,L2_12,A,resealable,1,634,6.4520,Critical,Word,Unrelated,Left
L2,L2_12,A,rationalist,1,686,6.5309,Filler,Word,Phonological,NA
L2,L2_12,A,termination,1,677,6.5177,Filler,Word,Semantic,NA
L2,L2_12,A,unresentful,1,856,6.7523,Critical,Word,Unrelated,Right
L2,L2_12,A,entertainer,1,760,6.6333,Filler,Word,Phonological,NA
L2,L2_12,A,bejection,1,609,6.4118,Filler,Nonword,Unrelated,NA
L2,L2_12,A,pevelopment,1,726,6.5876,Filler,Nonword,Phonological,NA
L2,L2_12,A,megardless,1,675,6.5147,Filler,Nonword,Phonological,NA
L2,L2_12,A,reusable,1,646,6.4708,Critical,Word,NonConstituent,Left
L2,L2_12,A,supplement,1,636,6.4552,Filler,Word,Phonological,NA
L2,L2_12,A,categerize,1,1135,7.0344,Filler,Nonword,Phonological,NA
L2,L2_12,A,elastecity,1,669,6.5058,Filler,Nonword,Phonological,NA
L2,L2_12,A,tublicize,1,650,6.4770,Filler,Nonword,Phonological,NA
L2,L2_12,A,undeniable,1,604,6.4036,Critical,Word,Unrelated,Right
L2,L2_12,A,gresidential,1,542,6.2953,Filler,Nonword,Unrelated,NA
L2,L2_12,A,embarrassment,1,505,6.2246,Filler,Word,Semantic,NA
L2,L2_12,A,letirement,1,719,6.5779,Filler,Nonword,Unrelated,NA
L2,L2_12,A,fersistent,1,733,6.5971,Filler,Nonword,Phonological,NA
L2,L2_12,A,botherhood,1,931,6.8363,Filler,Nonword,Phonological,NA
L2,L2_12,A,specificity,1,637,6.4568,Filler,Word,Semantic,NA
L2,L2_12,A,banoshment,1,640,6.4615,Filler,Nonword,Phonological,NA
L2,L2_12,A,tegislature,1,672,6.5103,Filler,Nonword,Unrelated,NA
L2,L2_12,A,innovakive,1,516,6.2461,Filler,Nonword,Unrelated,NA
L2,L2_12,A,bederalism,1,599,6.3953,Filler,Nonword,Phonological,NA
L2,L2_12,A,darenthood,1,450,6.1092,Filler,Nonword,Phonological,NA
L2,L2_12,A,veclaration,1,446,6.1003,Filler,Nonword,Unrelated,NA
L2,L2_12,A,unwariness,0,448,6.1048,Critical,Word,NonConstituent,Left
L2,L2_12,A,unkindness,1,591,6.3818,Critical,Word,NonConstituent,Left
L2,L2_12,A,original,1,592,6.3835,Filler,Word,Semantic,NA
L2,L2_12,A,reobtainable,1,558,6.3244,Critical,Word,NonConstituent,Left
L2,L2_12,A,nistributor,1,537,6.2860,Filler,Nonword,Unrelated,NA
L2,L2_12,A,rospitalize,1,530,6.2729,Filler,Nonword,Unrelated,NA
L2,L2_12,A,ungraceful,1,615,6.4216,Critical,Word,Constituent,Right
L2,L2_12,A,unholiness,0,585,6.3716,Critical,Word,Constituent,Left
L2,L2_12,A,gategorical,1,591,6.3818,Filler,Nonword,Unrelated,NA
L2,L2_12,A,merformance,1,605,6.4052,Filler,Nonword,Unrelated,NA
L2,L2_12,A,rehydratable,1,698,6.5482,Critical,Word,Constituent,Left
L2,L2_12,A,tranquallity,0,614,6.4200,Filler,Nonword,Unrelated,NA
L2,L2_12,A,intentional,1,746,6.6147,Filler,Word,Semantic,NA
L2,L2_12,A,reclosable,1,1324,7.1884,Critical,Word,NonConstituent,Left
L2,L2_12,A,electricity,1,555,6.3190,Filler,Word,Phonological,NA
L2,L2_12,A,unmovable,1,694,6.5425,Critical,Word,Constituent,Right
L2,L2_12,A,cegression,1,667,6.5028,Filler,Nonword,Phonological,NA
L2,L2_12,A,acceleration,1,640,6.4615,Filler,Word,Semantic,NA
L2,L2_12,A,recomputable,1,797,6.6809,Critical,Word,Unrelated,Left
L2,L2_12,A,feltowship,1,591,6.3818,Filler,Nonword,Phonological,NA
L2,L2_12,A,stewirdship,1,694,6.5425,Filler,Nonword,Unrelated,NA
L2,L2_12,A,frosperous,1,739,6.6053,Filler,Nonword,Phonological,NA
L2,L2_12,A,impediment,0,536,6.2841,Filler,Word,Semantic,NA
L2,L2_12,A,ocservatory,1,633,6.4505,Filler,Nonword,Phonological,NA
L2,L2_12,A,accentuation,1,1174,7.0682,Filler,Word,Semantic,NA
L2,L2_12,A,iddustrious,1,609,6.4118,Filler,Nonword,Unrelated,NA
L2,L2_12,A,resellable,1,710,6.5653,Critical,Word,Constituent,Left
L2,L2_12,A,property,1,522,6.2577,Filler,Word,Phonological,NA
L2,L2_12,A,university,1,755,6.6267,Filler,Word,Semantic,NA
L2,L2_12,A,difficalty,1,720,6.5793,Filler,Nonword,Unrelated,NA
L2,L2_12,A,capotalist,1,684,6.5280,Filler,Nonword,Unrelated,NA
L2,L2_12,A,fisterhood,1,813,6.7007,Filler,Nonword,Unrelated,NA
L2,L2_12,A,crofessional,1,744,6.6120,Filler,Nonword,Unrelated,NA
L2,L2_12,A,unclearness,1,672,6.5103,Critical,Word,Constituent,Left
L2,L2_12,A,shiendship,1,591,6.3818,Filler,Nonword,Phonological,NA
L2,L2_12,A,unthankful,1,915,6.8189,Critical,Word,Unrelated,Right
L2,L2_12,A,studious,1,730,6.5930,Filler,Word,Phonological,NA
L2,L2_12,A,uncleverness,1,1082,6.9866,Critical,Word,NonConstituent,Left
L2,L2_12,A,journelist,1,733,6.5971,Filler,Nonword,Unrelated,NA
L2,L2_12,A,reterminism,1,749,6.6187,Filler,Nonword,Phonological,NA
L2,L2_12,A,candidacy,1,846,6.7405,Filler,Word,Phonological,NA
L2,L2_12,A,rumiliation,1,575,6.3544,Filler,Nonword,Unrelated,NA
L2,L2_12,A,unavoidable,1,579,6.3613,Critical,Word,Unrelated,Right
L2,L2_12,A,untouchable,1,539,6.2897,Critical,Word,Constituent,Right
L2,L2_12,A,tonfinement,1,557,6.3226,Filler,Nonword,Phonological,NA
L2,L2_12,A,literary,1,671,6.5088,Filler,Word,Phonological,NA
L2,L2_12,A,unhappiness,1,593,6.3852,Critical,Word,Unrelated,Left
L2,L2_12,A,readjustable,0,597,6.3919,Critical,Word,Unrelated,Left
L2,L2_12,A,hontractor,1,652,6.4800,Filler,Nonword,Phonological,NA
L2,L2_12,A,teasurement,1,642,6.4646,Filler,Nonword,Phonological,NA
L2,L2_12,A,department,1,627,6.4409,Filler,Word,Phonological,NA
L2,L2_12,A,unawareness,1,762,6.6359,Critical,Word,Unrelated,Left
L2,L2_12,A,unreadable,1,777,6.6554,Critical,Word,Unrelated,Right
L2,L2_12,A,gepression,1,572,6.3491,Filler,Nonword,Unrelated,NA
L2,L2_12,A,danufacturer,1,505,6.2246,Filler,Nonword,Unrelated,NA
L2,L2_13,B,tranquallity,1,1657,7.4128,Filler,Nonword,Unrelated,NA
L2,L2_13,B,intentional,1,1205,7.0942,Filler,Word,Semantic,NA
L2,L2_13,B,megardless,1,1452,7.2807,Filler,Nonword,Phonological,NA
L2,L2_13,B,gategorical,1,1545,7.3428,Filler,Nonword,Unrelated,NA
L2,L2_13,B,ocservatory,1,1134,7.0335,Filler,Nonword,Phonological,NA
L2,L2_13,B,rationalist,1,949,6.8554,Filler,Word,Phonological,NA
L2,L2_13,B,tublicize,1,908,6.8112,Filler,Nonword,Phonological,NA
L2,L2_13,B,untouchable,1,971,6.8783,Critical,Word,Constituent,Right
L2,L2_13,B,university,1,571,6.3474,Filler,Word,Semantic,NA
L2,L2_13,B,ahvertiser,1,869,6.7673,Filler,Nonword,Phonological,NA
L2,L2_13,B,bederalism,1,935,6.8405,Filler,Nonword,Phonological,NA
L2,L2_13,B,rumiliation,1,1052,6.9584,Filler,Nonword,Unrelated,NA
L2,L2_13,B,termination,1,880,6.7799,Filler,Word,Semantic,NA
L2,L2_13,B,unholiness,0,1025,6.9324,Critical,Word,NonConstituent,Left
L2,L2_13,B,adsurdly,0,801,6.6859,Filler,Nonword,Unrelated,NA
L2,L2_13,B,gresidential,1,1064,6.9698,Filler,Nonword,Unrelated,NA
L2,L2_13,B,matherhood,1,1106,7.0085,Filler,Nonword,Phonological,NA
L2,L2_13,B,merformance,1,943,6.8491,Filler,Nonword,Unrelated,NA
L2,L2_13,B,fisterhood,1,1022,6.9295,Filler,Nonword,Unrelated,NA
L2,L2_13,B,unkindness,1,857,6.7534,Critical,Word,Unrelated,Left
L2,L2_13,B,candidacy,0,911,6.8145,Filler,Word,Phonological,NA
L2,L2_13,B,reusable,1,1446,7.2766,Critical,Word,Unrelated,Left
L2,L2_13,B,cegression,1,920,6.8244,Filler,Nonword,Phonological,NA
L2,L2_13,B,mitigation,1,931,6.8363,Filler,Word,Semantic,NA
L2,L2_13,B,ungraceful,1,1610,7.3840,Critical,Word,Constituent,Right
L2,L2_13,B,letirement,1,868,6.7662,Filler,Nonword,Unrelated,NA
L2,L2_13,B,impediment,1,896,6.7979,Filler,Word,Semantic,NA
L2,L2_13,B,property,1,1133,7.0326,Filler,Word,Phonological,NA
L2,L2_13,B,reobtainable,1,1521,7.3271,Critical,Word,Unrelated,Left
L2,L2_13,B,iddustrious,1,793,6.6758,Filler,Nonword,Unrelated,NA
L2,L2_13,B,literary,1,730,6.5930,Filler,Word,Phonological,NA
L2,L2_13,B,botherhood,0,820,6.7093,Filler,Nonword,Phonological,NA
L2,L2_13,B,pastionless,1,705,6.5582,Filler,Nonword,Unrelated,NA
L2,L2_13,B,uneventful,0,1175,7.0690,Critical,Word,Unrelated,Right
L2,L2_13,B,unthankful,1,1309,7.1770,Critical,Word,Unrelated,Right
L2,L2_13,B,categerize,0,0,,Filler,Nonword,Phonological,NA
L2,L2_13,B,electricity,1,801,6.6859,Filler,Word,Phonological,NA
L2,L2_13,B,acceleration,1,949,6.8554,Filler,Word,Semantic,NA
L2,L2_13,B,rehydratable,0,1214,7.1017,Critical,Word,NonConstituent,Left
L2,L2_13,B,stewirdship,1,1174,7.0682,Filler,Nonword,Unrelated,NA
L2,L2_13,B,darenthood,1,867,6.7650,Filler,Nonword,Phonological,NA
L2,L2_13,B,reterminism,0,1272,7.1483,Filler,Nonword,Phonological,NA
L2,L2_13,B,unclearness,0,0,,Critical,Word,NonConstituent,Left
L2,L2_13,B,reclosable,0,1613,7.3859,Critical,Word,Unrelated,Left
L2,L2_13,B,difficalty,1,1050,6.9565,Filler,Nonword,Unrelated,NA
L2,L2_13,B,accentuation,0,981,6.8886,Filler,Word,Semantic,NA
L2,L2_13,B,fersistent,1,824,6.7142,Filler,Nonword,Phonological,NA
L2,L2_13,B,tonfinement,1,666,6.5013,Filler,Nonword,Phonological,NA
L2,L2_13,B,recomputable,1,1523,7.3284,Critical,Word,Constituent,Left
L2,L2_13,B,danufacturer,1,1487,7.3045,Filler,Nonword,Unrelated,NA
L2,L2_13,B,undeniable,1,1025,6.9324,Critical,Word,Unrelated,Right
L2,L2_13,B,teasurement,1,820,6.7093,Filler,Nonword,Phonological,NA
L2,L2_13,B,untruthful,1,1427,7.2633,Critical,Word,Constituent,Right
L2,L2_13,B,unreadable,1,1245,7.1269,Critical,Word,Unrelated,Right
L2,L2_13,B,readjustable,1,1033,6.9402,Critical,Word,Constituent,Left
L2,L2_13,B,feltowship,1,766,6.6412,Filler,Nonword,Phonological,NA
L2,L2_13,B,unresentful,1,1043,6.9499,Critical,Word,Unrelated,Right
L2,L2_13,B,resellable,0,809,6.6958,Critical,Word,NonConstituent,Left
L2,L2_13,B,entertainer,1,1596,7.3753,Filler,Word,Phonological,NA
L2,L2_13,B,hontractor,1,779,6.6580,Filler,Nonword,Phonological,NA
L2,L2_13,B,bictimize,1,1034,6.9412,Filler,Nonword,Phonological,NA
L2,L2_13,B,unwariness,0,1373,7.2248,Critical,Word,Unrelated,Left
L2,L2_13,B,department,1,666,6.5013,Filler,Word,Phonological,NA
L2,L2_13,B,elastecity,1,914,6.8178,Filler,Nonword,Phonological,NA
L2,L2_13,B,supplement,1,1075,6.9801,Filler,Word,Phonological,NA
L2,L2_13,B,unmovable,1,1052,6.9584,Critical,Word,Constituent,Right
L2,L2_13,B,pevelopment,1,610,6.4135,Filler,Nonword,Phonological,NA
L2,L2_13,B,bejection,1,681,6.5236,Filler,Nonword,Unrelated,NA
L2,L2_13,B,unskillful,1,839,6.7322,Critical,Word,Constituent,Right
L2,L2_13,B,unbreakable,1,703,6.5554,Critical,Word,Constituent,Right
L2,L2_13,B,nistributor,1,573,6.3509,Filler,Nonword,Unrelated,NA
L2,L2_13,B,specificity,1,1258,7.1373,Filler,Word,Semantic,NA
L2,L2_13,B,megulation,1,1126,7.0264,Filler,Nonword,Phonological,NA
L2,L2_13,B,hospitality,1,771,6.6477,Filler,Word,Phonological,NA
L2,L2_13,B,embarrassment,1,809,6.6958,Filler,Word,Semantic,NA
L2,L2_13,B,emuivalence,1,915,6.8189,Filler,Nonword,Unrelated,NA
L2,L2_13,B,veclaration,1,685,6.5294,Filler,Nonword,Unrelated,NA
L2,L2_13,B,unsharpness,0,1527,7.3311,Critical,Word,NonConstituent,Left
L2,L2_13,B,innovakive,1,1289,7.1616,Filler,Nonword,Unrelated,NA
L2,L2_13,B,frosperous,1,1196,7.0867,Filler,Nonword,Phonological,NA
L2,L2_13,B,rospitalize,1,1018,6.9256,Filler,Nonword,Unrelated,NA
L2,L2_13,B,journelist,1,802,6.6871,Filler,Nonword,Unrelated,NA
L2,L2_13,B,haturalism,1,765,6.6399,Filler,Nonword,Unrelated,NA
L2,L2_13,B,unripeness,0,676,6.5162,Critical,Word,Constituent,Left
L2,L2_13,B,uncleverness,1,1166,7.0613,Critical,Word,Unrelated,Left
L2,L2_13,B,lengthwise,1,887,6.7878,Filler,Nonword,Phonological,NA
L2,L2_13,B,tegislature,1,611,6.4151,Filler,Nonword,Unrelated,NA
L2,L2_13,B,banoshment,1,715,6.5723,Filler,Nonword,Phonological,NA
L2,L2_13,B,vechanize,1,583,6.3682,Filler,Nonword,Phonological,NA
L2,L2_13,B,studious,1,873,6.7719,Filler,Word,Phonological,NA
L2,L2_13,B,original,1,675,6.5147,Filler,Word,Semantic,NA
L2,L2_13,B,unhappiness,1,833,6.7250,Critical,Word,Constituent,Left
L2,L2_13,B,unavoidable,1,627,6.4409,Critical,Word,Unrelated,Right
L2,L2_13,B,gepression,1,966,6.8732,Filler,Nonword,Unrelated,NA
L2,L2_13,B,unawareness,1,1122,7.0229,Critical,Word,Constituent,Left
L2,L2_13,B,shiendship,1,971,6.8783,Filler,Nonword,Phonological,NA
L2,L2_13,B,reattachable,1,1250,7.1309,Critical,Word,NonConstituent,Left
L2,L2_13,B,capotalist,1,980,6.8876,Filler,Nonword,Unrelated,NA
L2,L2_13,B,crofessional,1,1359,7.2145,Filler,Nonword,Unrelated,NA
L2,L2_13,B,resealable,1,1251,7.1317,Critical,Word,Constituent,Left
L2,L2_14,C,uneventful,1,1185,7.0775,Critical,Word,Unrelated,Right
L2,L2_14,C,tegislature,1,1348,7.2064,Filler,Nonword,Unrelated,NA
L2,L2_14,C,unhappiness,1,954,6.8607,Critical,Word,NonConstituent,Left
L2,L2_14,C,ungraceful,1,1040,6.9470,Critical,Word,Constituent,Right
L2,L2_14,C,merformance,1,988,6.8957,Filler,Nonword,Unrelated,NA
L2,L2_14,C,botherhood,0,1105,7.0076,Filler,Nonword,Phonological,NA
L2,L2_14,C,banoshment,1,807,6.6933,Filler,Nonword,Phonological,NA
L2,L2_14,C,termination,1,1013,6.9207,Filler,Word,Semantic,NA
L2,L2_14,C,teasurement,1,1703,7.4401,Filler,Nonword,Phonological,NA
L2,L2_14,C,department,1,845,6.7393,Filler,Word,Phonological,NA
L2,L2_14,C,unripeness,0,1858,7.5273,Critical,Word,NonConstituent,Left
L2,L2_14,C,difficalty,1,994,6.9017,Filler,Nonword,Unrelated,NA
L2,L2_14,C,acceleration,1,941,6.8469,Filler,Word,Semantic,NA
L2,L2_14,C,unmovable,1,1734,7.4582,Critical,Word,Constituent,Right
L2,L2_14,C,accentuation,1,1222,7.1082,Filler,Word,Semantic,NA
L2,L2_14,C,uncleverness,0,0,,Critical,Word,Constituent,Left
L2,L2_14,C,frosperous,1,764,6.6386,Filler,Nonword,Phonological,NA
L2,L2_14,C,crofessional,1,1081,6.9856,Filler,Nonword,Unrelated,NA
L2,L2_14,C,unreadable,1,979,6.8865,Critical,Word,Unrelated,Right
L2,L2_14,C,emuivalence,0,1492,7.3079,Filler,Nonword,Unrelated,NA
L2,L2_14,C,rationalist,1,1739,7.4611,Filler,Word,Phonological,NA
L2,L2_14,C,rehydratable,0,1170,7.0648,Critical,Word,Unrelated,Left
L2,L2_14,C,unholiness,1,1661,7.4152,Critical,Word,Unrelated,Left
L2,L2_14,C,veclaration,1,1845,7.5202,Filler,Nonword,Unrelated,NA
L2,L2_14,C,electricity,1,866,6.7639,Filler,Word,Phonological,NA
L2,L2_14,C,gategorical,1,1188,7.0800,Filler,Nonword,Unrelated,NA
L2,L2_14,C,bejection,1,750,6.6201,Filler,Nonword,Unrelated,NA
L2,L2_14,C,iddustrious,1,928,6.8330,Filler,Nonword,Unrelated,NA
L2,L2_14,C,literary,1,630,6.4457,Filler,Word,Phonological,NA
L2,L2_14,C,reterminism,1,1157,7.0536,Filler,Nonword,Phonological,NA
L2,L2_14,C,original,1,598,6.3936,Filler,Word,Semantic,NA
L2,L2_14,C,university,1,777,6.6554,Filler,Word,Semantic,NA
L2,L2_14,C,reusable,1,787,6.6682,Critical,Word,Constituent,Left
L2,L2_14,C,lengthwise,0,1585,7.3683,Filler,Nonword,Phonological,NA
L2,L2_14,C,intentional,1,859,6.7558,Filler,Word,Semantic,NA
L2,L2_14,C,fisterhood,1,1266,7.1436,Filler,Nonword,Unrelated,NA
L2,L2_14,C,haturalism,1,1512,7.3212,Filler,Nonword,Unrelated,NA
L2,L2_14,C,nistributor,1,971,6.8783,Filler,Nonword,Unrelated,NA
L2,L2_14,C,letirement,1,1099,7.0022,Filler,Nonword,Unrelated,NA
L2,L2_14,C,reclosable,0,1968,7.5848,Critical,Word,Constituent,Left
L2,L2_14,C,bictimize,1,1362,7.2167,Filler,Nonword,Phonological,NA
L2,L2_14,C,property,1,601,6.3986,Filler,Word,Phonological,NA
L2,L2_14,C,matherhood,1,1025,6.9324,Filler,Nonword,Phonological,NA
L2,L2_14,C,unkindness,1,599,6.3953,Critical,Word,Constituent,Left
L2,L2_14,C,unavoidable,1,844,6.7382,Critical,Word,Unrelated,Right
L2,L2_14,C,ahvertiser,1,916,6.8200,Filler,Nonword,Phonological,NA
L2,L2_14,C,rumiliation,1,826,6.7166,Filler,Nonword,Unrelated,NA
L2,L2_14,C,feltowship,1,708,6.5624,Filler,Nonword,Phonological,NA
L2,L2_14,C,specificity,1,903,6.8057,Filler,Word,Semantic,NA
L2,L2_14,C,undeniable,1,719,6.5779,Critical,Word,Unrelated,Right
L2,L2_14,C,unbreakable,1,967,6.8742,Critical,Word,Constituent,Right
L2,L2_14,C,supplement,1,889,6.7901,Filler,Word,Phonological,NA
L2,L2_14,C,bederalism,1,1423,7.2605,Filler,Nonword,Phonological,NA
L2,L2_14,C,impediment,0,0,,Filler,Word,Semantic,NA
L2,L2_14,C,unclearness,0,0,,Critical,Word,Unrelated,Left
L2,L2_14,C,entertainer,1,1399,7.2435,Filler,Word,Phonological,NA
L2,L2_14,C,candidacy,0,1687,7.4307,Filler,Word,Phonological,NA
L2,L2_14,C,shiendship,1,1206,7.0951,Filler,Nonword,Phonological,NA
L2,L2_14,C,capotalist,1,1084,6.9884,Filler,Nonword,Unrelated,NA
L2,L2_14,C,megardless,1,757,6.6294,Filler,Nonword,Phonological,NA
L2,L2_14,C,fersistent,1,813,6.7007,Filler,Nonword,Phonological,NA
L2,L2_14,C,untouchable,1,892,6.7935,Critical,Word,Constituent,Right
L2,L2_14,C,tranquallity,0,0,,Filler,Nonword,Unrelated,NA
L2,L2_14,C,unsharpness,1,1774,7.4810,Critical,Word,Unrelated,Left
L2,L2_14,C,unresentful,1,1054,6.9603,Critical,Word,Unrelated,Right
L2,L2_14,C,hontractor,1,689,6.5352,Filler,Nonword,Phonological,NA
L2,L2_14,C,pastionless,1,1248,7.1293,Filler,Nonword,Unrelated,NA
L2,L2_14,C,embarrassment,1,778,6.6567,Filler,Word,Semantic,NA
L2,L2_14,C,gepression,1,779,6.6580,Filler,Nonword,Unrelated,NA
L2,L2_14,C,unawareness,1,785,6.6657,Critical,Word,NonConstituent,Left
L2,L2_14,C,journelist,0,0,,Filler,Nonword,Unrelated,NA
L2,L2_14,C,innovakive,1,1556,7.3499,Filler,Nonword,Unrelated,NA
L2,L2_14,C,mitigation,0,1310,7.1778,Filler,Word,Semantic,NA
L2,L2_14,C,tublicize,1,1045,6.9518,Filler,Nonword,Phonological,NA
L2,L2_14,C,vechanize,1,1041,6.9479,Filler,Nonword,Phonological,NA
L2,L2_14,C,adsurdly,0,813,6.7007,Filler,Nonword,Unrelated,NA
L2,L2_14,C,studious,0,1108,7.0103,Filler,Word,Phonological,NA
L2,L2_14,C,darenthood,1,788,6.6695,Filler,Nonword,Phonological,NA
L2,L2_14,C,tonfinement,1,777,6.6554,Filler,Nonword,Phonological,NA
L2,L2_14,C,rospitalize,1,887,6.7878,Filler,Nonword,Unrelated,NA
L2,L2_14,C,danufacturer,1,1287,7.1601,Filler,Nonword,Unrelated,NA
L2,L2_14,C,stewirdship,1,1348,7.2064,Filler,Nonword,Unrelated,NA
