Group,ID,List,Target,ACC,RT,logRT,Critical_Filler,Word_Nonword,Relation_type,Branching
L1,L1_22,D,reclosable,0,862,6.7593,Critical,Word,NonConstituent,Left
L1,L1_22,D,capotalist,1,1143,7.0414,Filler,Nonword,Unrelated,NA
L1,L1_22,D,megardless,1,940,6.8459,Filler,Nonword,Phonological,NA
L1,L1_22,D,elastecity,1,1037,6.9441,Filler,Nonword,Phonological,NA
L1,L1_22,D,vechanize,1,850,6.7452,Filler,Nonword,Phonological,NA
L1,L1_22,D,intentional,1,1314,7.1808,Filler,Word,Semantic,NA
L1,L1_22,D,categerize,0,869,6.7673,Filler,Nonword,Phonological,NA
L1,L1_22,D,embarrassment,1,1115,7.0166,Filler,Word,Semantic,NA
L1,L1_22,D,matherhood,1,1065,6.9707,Filler,Nonword,Phonological,NA
L1,L1_22,D,original,1,806,6.6921,Filler,Word,Semantic,NA
L1,L1_22,D,property,1,732,6.5958,Filler,Word,Phonological,NA
L1,L1_22,D,candidacy,0,1200,7.0901,Filler,Word,Phonological,NA
L1,L1_22,D,cegression,1,933,6.8384,Filler,Nonword,Phonological,NA
L1,L1_22,D,unawareness,1,999,6.9068,Critical,Word,Unrelated,Left
L1,L1_22,D,uneventful,1,1198,7.0884,Critical,Word,Constituent,Right
L1,L1_22,D,unavoidable,1,1379,7.2291,Critical,Word,Constituent,Right
L1,L1_22,D,rehydratable,0,1338,7.1989,Critical,Word,Constituent,Left
L1,L1_22,D,merformance,1,1261,7.1397,Filler,Nonword,Unrelated,NA
L1,L1_22,D,teasurement,1,816,6.7044,Filler,Nonword,Phonological,NA
L1,L1_22,D,gresidential,1,1037,6.9441,Filler,Nonword,Unrelated,NA
L1,L1_22,D,uncleverness,0,1491,7.3072,Critical,Word,NonConstituent,Left
L1,L1_22,D,unholiness,1,1082,6.9866,Critical,Word,Constituent,Left
L1,L1_22,D,rationalist,0,1614,7.3865,Filler,Word,Phonological,NA
L1,L1_22,D,reusable,1,1851,7.5235,Critical,Word,NonConstituent,Left
L1,L1_22,D,resealable,0,1349,7.2071,Critical,Word,Unrelated,Left
L1,L1_22,D,unmovable,1,1279,7.1538,Critical,Word,Unrelated,Right
L1,L1_22,D,tranquallity,0,923,6.8276,Filler,Nonword,Unrelated,NA
L1,L1_22,D,danufacturer,1,1020,6.9276,Filler,Nonword,Unrelated,NA
L1,L1_22,D,unskillful,1,1058,6.9641,Critical,Word,Unrelated,Right
L1,L1_22,D,bejection,1,838,6.7310,Filler,Nonword,Unrelated,NA
L1,L1_22,D,reobtainable,1,1188,7.0800,Critical,Word,NonConstituent,Left
L1,L1_22,D,gepression,1,1018,6.9256,Filler,Nonword,Unrelated,NA
L1,L1_22,D,supplement,1,1192,7.0834,Filler,Word,Phonological,NA
L1,L1_22,D,tublicize,1,892,6.7935,Filler,Nonword,Phonological,NA
L1,L1_22,D,pastionless,1,1367,7.2204,Filler,Nonword,Unrelated,NA
L1,L1_22,D,unsharpness,1,899,6.8013,Critical,Word,Constituent,Left
L1,L1_22,D,entertainer,1,1414,7.2542,Filler,Word,Phonological,NA
L1,L1_22,D,mitigation,1,1353,7.2101,Filler,Word,Semantic,NA
L1,L1_22,D,accentuation,1,1732,7.4570,Filler,Word,Semantic,NA
L1,L1_22,D,adsurdly,1,1469,7.2923,Filler,Nonword,Unrelated,NA
L1,L1_22,D,hontractor,1,1041,6.9479,Filler,Nonword,Phonological,NA
L1,L1_22,D,haturalism,1,1047,6.9537,Filler,Nonword,Unrelated,NA
L1,L1_22,D,untruthful,1,1139,7.0379,Critical,Word,Unrelated,Right
L1,L1_22,D,fisterhood,1,1014,6.9217,Filler,Nonword,Unrelated,NA
L1,L1_22,D,specificity,1,975,6.8824,Filler,Word,Semantic,NA
L1,L1_22,D,gategorical,1,906,6.8090,Filler,Nonword,Unrelated,NA
L1,L1_22,D,journelist,1,1081,6.9856,Filler,Nonword,Unrelated,NA
L1,L1_22,D,resellable,1,1497,7.3112,Critical,Word,Constituent,Left
L1,L1_22,D,electricity,1,1625,7.3933,Filler,Word,Phonological,NA
L1,L1_22,D,literary,1,1020,6.9276,Filler,Word,Phonological,NA
L1,L1_22,D,untouchable,1,976,6.8835,Critical,Word,Unrelated,Right
L1,L1_22,D,unclearness,1,1376,7.2269,Critical,Word,Constituent,Left
L1,L1_22,D,crofessional,0,0,,Filler,Nonword,Unrelated,NA
L1,L1_22,D,reterminism,1,1284,7.1577,Filler,Nonword,Phonological,NA
L1,L1_22,D,pevelopment,1,881,6.7811,Filler,Nonword,Phonological,NA
L1,L1_22,D,shiendship,1,773,6.6503,Filler,Nonword,Phonological,NA
L1,L1_22,D,banoshment,1,601,6.3986,Filler,Nonword,Phonological,NA
L1,L1_22,D,nistributor,1,644,6.4677,Filler,Nonword,Unrelated,NA
L1,L1_22,D,stewirdship,1,777,6.6554,Filler,Nonword,Unrelated,NA
L1,L1_23,E,tranquallity,0,796,6.6796,Filler,Nonword,Unrelated,NA
L1,L1_23,E,supplement,1,698,6.5482,Filler,Word,Phonological,NA
L1,L1_23,E,studious,1,641,6.4630,Filler,Word,Phonological,NA
L1,L1_23,E,pastionless,1,1051,6.9575,Filler,Nonword,Unrelated,NA
L1,L1_23,E,megulation,1,567,6.3404,Filler,Nonword,Phonological,NA
L1,L1_23,E,university,1,653,6.4816,Filler,Word,Semantic,NA
L1,L1_23,E,gepression,1,738,6.6039,Filler,Nonword,Unrelated,NA
L1,L1_23,E,resellable,1,1148,7.0458,Critical,Word,NonConstituent,Left
L1,L1_23,E,undeniable,1,904,6.8068,Critical,Word,Constituent,Right
L1,L1_23,E,hospitality,1,566,6.3386,Filler,Word,Phonological,NA
L1,L1_23,E,ungraceful,1,609,6.4118,Critical,Word,Unrelated,Right
L1,L1_23,E,candidacy,1,1003,6.9108,Filler,Word,Phonological,NA
L1,L1_23,E,unavoidable,1,450,6.1092,Critical,Word,Constituent,Right
L1,L1_23,E,unclearness,1,450,6.1092,Critical,Word,NonConstituent,Left
L1,L1_23,E,botherhood,0,668,6.5043,Filler,Nonword,Phonological,NA
L1,L1_23,E,recomputable,1,747,6.6161,Critical,Word,Constituent,Left
L1,L1_23,E,embarrassment,1,557,6.3226,Filler,Word,Semantic,NA
L1,L1_23,E,electricity,1,909,6.8123,Filler,Word,Phonological,NA
L1,L1_23,E,fersistent,1,648,6.4739,Filler,Nonword,Phonological,NA
L1,L1_23,E,difficalty,1,826,6.7166,Filler,Nonword,Unrelated,NA
L1,L1_23,E,merformance,1,747,6.6161,Filler,Nonword,Unrelated,NA
L1,L1_23,E,uncleverness,1,1074,6.9791,Critical,Word,Unrelated,Left
L1,L1_23,E,rehydratable,1,770,6.6464,Critical,Word,NonConstituent,Left
L1,L1_23,E,rospitalize,1,808,6.6946,Filler,Nonword,Unrelated,NA
L1,L1_23,E,bejection,1,596,6.3902,Filler,Nonword,Unrelated,NA
L1,L1_23,E,unthankful,1,767,6.6425,Critical,Word,Constituent,Right
L1,L1_23,E,rumiliation,1,783,6.6631,Filler,Nonword,Unrelated,NA
L1,L1_23,E,fisterhood,1,666,6.5013,Filler,Nonword,Unrelated,NA
L1,L1_23,E,reobtainable,1,990,6.8977,Critical,Word,Unrelated,Left
L1,L1_23,E,megardless,1,645,6.4693,Filler,Nonword,Phonological,NA
L1,L1_23,E,department,1,612,6.4167,Filler,Word,Phonological,NA
L1,L1_23,E,shiendship,1,692,6.5396,Filler,Nonword,Phonological,NA
L1,L1_23,E,tegislature,1,711,6.5667,Filler,Nonword,Unrelated,NA
L1,L1_23,E,hontractor,1,617,6.4249,Filler,Nonword,Phonological,NA
L1,L1_23,E,banoshment,1,898,6.8002,Filler,Nonword,Phonological,NA
L1,L1_23,E,teasurement,1,613,6.4184,Filler,Nonword,Phonological,NA
L1,L1_23,E,iddustrious,1,633,6.4505,Filler,Nonword,Unrelated,NA
L1,L1_23,E,unkindness,1,805,6.6908,Critical,Word,Unrelated,Left
L1,L1_23,E,elastecity,1,1121,7.0220,Filler,Nonword,Phonological,NA
L1,L1_23,E,tublicize,1,633,6.4505,Filler,Nonword,Phonological,NA
L1,L1_23,E,vechanize,1,709,6.5639,Filler,Nonword,Phonological,NA
L1,L1_23,E,unholiness,1,580,6.3630,Critical,Word,NonConstituent,Left
L1,L1_23,E,ahvertiser,1,638,6.4583,Filler,Nonword,Phonological,NA
L1,L1_23,E,unbreakable,1,698,6.5482,Critical,Word,Unrelated,Right
L1,L1_23,E,unawareness,1,649,6.4754,Critical,Word,Constituent,Left
L1,L1_23,E,pevelopment,1,596,6.3902,Filler,Nonword,Phonological,NA
L1,L1_23,E,unhappiness,1,573,6.3509,Critical,Word,Constituent,Left
L1,L1_23,E,intentional,1,587,6.3750,Filler,Word,Semantic,NA
L1,L1_23,E,veclaration,1,695,6.5439,Filler,Nonword,Unrelated,NA
L1,L1_23,E,accentuation,1,936,6.8416,Filler,Word,Semantic,NA
L1,L1_23,E,categerize,1,1041,6.9479,Filler,Nonword,Phonological,NA
L1,L1_23,E,unmovable,1,777,6.6554,Critical,Word,Unrelated,Right
L1,L1_23,E,unskillful,1,843,6.7370,Critical,Word,Unrelated,Right
L1,L1_23,E,entertainer,1,964,6.8711,Filler,Word,Phonological,NA
L1,L1_23,E,gategorical,1,805,6.6908,Filler,Nonword,Unrelated,NA
L1,L1_23,E,lengthwise,0,589,6.3784,Filler,Nonword,Phonological,NA
L1,L1_23,E,reattachable,1,707,6.5610,Critical,Word,NonConstituent,Left
L1,L1_23,E,matherhood,1,801,6.6859,Filler,Nonword,Phonological,NA
L1,L1_23,E,reclosable,1,717,6.5751,Critical,Word,Unrelated,Left
L1,L1_23,E,unripeness,1,838,6.7310,Critical,Word,Constituent,Left
L1,L1_23,E,nistributor,1,656,6.4862,Filler,Nonword,Unrelated,NA
L1,L1_23,E,innovakive,1,1007,6.9147,Filler,Nonword,Unrelated,NA
L1,L1_23,E,journelist,1,793,6.6758,Filler,Nonword,Unrelated,NA
L1,L1_23,E,reterminism,1,617,6.4249,Filler,Nonword,Phonological,NA
L1,L1_23,E,feltowship,1,629,6.4441,Filler,Nonword,Phonological,NA
L1,L1_23,E,original,1,751,6.6214,Filler,Word,Semantic,NA
L1,L1_23,E,untruthful,1,703,6.5554,Critical,Word,Unrelated,Right
L1,L1_23,E,emuivalence,1,847,6.7417,Filler,Nonword,Unrelated,NA
L1,L1_23,E,uneventful,1,823,6.7130,Critical,Word,Constituent,Right
L1,L1_23,E,untouchable,1,711,6.5667,Critical,Word,Unrelated,Right
L1,L1_23,E,capotalist,1,749,6.6187,Filler,Nonword,Unrelated,NA
L1,L1_23,E,crofessional,1,675,6.5147,Filler,Nonword,Unrelated,NA
L1,L1_23,E,bederalism,1,571,6.3474,Filler,Nonword,Phonological,NA
L1,L1_23,E,letirement,1,648,6.4739,Filler,Nonword,Unrelated,NA
L1,L1_23,E,impediment,1,911,6.8145,Filler,Word,Semantic,NA
L1,L1_23,E,adsurdly,0,1021,6.9285,Filler,Nonword,Unrelated,NA
L1,L1_23,E,specificity,1,806,6.6921,Filler,Word,Semantic,NA
L1,L1_23,E,literary,1,616,6.4232,Filler,Word,Phonological,NA
L1,L1_23,E,gresidential,1,739,6.6053,Filler,Nonword,Unrelated,NA
L1,L1_23,E,cegression,1,728,6.5903,Filler,Nonword,Phonological,NA
L1,L1_23,E,readjustable,1,681,6.5236,Critical,Word,Constituent,Left
L1,L1_23,E,acceleration,1,647,6.4723,Filler,Word,Semantic,NA
L1,L1_23,E,unsharpness,1,504,6.2226,Critical,Word,NonConstituent,Left
L1,L1_23,E,property,1,578,6.3596,Filler,Word,Phonological,NA
L1,L1_23,E,unreadable,1,592,6.3835,Critical,Word,Constituent,Right
L1,L1_23,E,reusable,1,729,6.5917,Critical,Word,Unrelated,Left
L1,L1_23,E,termination,1,682,6.5250,Filler,Word,Semantic,NA
L1,L1_23,E,tonfinement,1,710,6.5653,Filler,Nonword,Phonological,NA
L1,L1_23,E,frosperous,1,609,6.4118,Filler,Nonword,Phonological,NA
L1,L1_23,E,darenthood,1,576,6.3561,Filler,Nonword,Phonological,NA
L1,L1_23,E,danufacturer,1,654,6.4831,Filler,Nonword,Unrelated,NA
L1,L1_23,E,rationalist,1,792,6.6746,Filler,Word,Phonological,NA
L1,L1_23,E,stewirdship,1,723,6.5834,Filler,Nonword,Unrelated,NA
L1,L1_23,E,haturalism,1,835,6.7274,Filler,Nonword,Unrelated,NA
L1,L1_23,E,resealable,1,774,6.6516,Critical,Word,Constituent,Left
L1,L1_23,E,unwariness,1,1367,7.2204,Critical,Word,Unrelated,Left
L1,L1_23,E,ocservatory,1,781,6.6606,Filler,Nonword,Phonological,NA
L1,L1_23,E,unresentful,1,1064,6.9698,Critical,Word,Constituent,Right
L1,L1_23,E,mitigation,1,1304,7.1732,Filler,Word,Semantic,NA
L1,L1_23,E,bictimize,1,529,6.2710,Filler,Nonword,Phonological,NA
L1,L1_24,F,recomputable,0,821,6.7105,Critical,Word,NonConstituent,Left
L1,L1_24,F,matherhood,1,861,6.7581,Filler,Nonword,Phonological,NA
L1,L1_24,F,unripeness,1,1376,7.2269,Critical,Word,NonConstituent,Left
L1,L1_24,F,unclearness,1,1253,7.1333,Critical,Word,Unrelated,Left
L1,L1_24,F,embarrassment,1,787,6.6682,Filler,Word,Semantic,NA
L1,L1_24,F,bictimize,1,724,6.5848,Filler,Nonword,Phonological,NA
L1,L1_24,F,banoshment,1,681,6.5236,Filler,Nonword,Phonological,NA
L1,L1_24,F,adsurdly,0,713,6.5695,Filler,Nonword,Unrelated,NA
L1,L1_24,F,tegislature,1,669,6.5058,Filler,Nonword,Unrelated,NA
L1,L1_24,F,undeniable,1,611,6.4151,Critical,Word,Constituent,Right
L1,L1_24,F,shiendship,1,703,6.5554,Filler,Nonword,Phonological,NA
L1,L1_24,F,unresentful,1,1053,6.9594,Critical,Word,Constituent,Right
L1,L1_24,F,categerize,1,914,6.8178,Filler,Nonword,Phonological,NA
L1,L1_24,F,crofessional,1,719,6.5779,Filler,Nonword,Unrelated,NA
L1,L1_24,F,unsharpness,1,669,6.5058,Critical,Word,Unrelated,Left
L1,L1_24,F,department,1,746,6.6147,Filler,Word,Phonological,NA
L1,L1_24,F,rationalist,1,769,6.6451,Filler,Word,Phonological,NA
L1,L1_24,F,intentional,1,609,6.4118,Filler,Word,Semantic,NA
L1,L1_24,F,unavoidable,1,486,6.1862,Critical,Word,Constituent,Right
L1,L1_24,F,specificity,0,898,6.8002,Filler,Word,Semantic,NA
L1,L1_24,F,emuivalence,1,778,6.6567,Filler,Nonword,Unrelated,NA
L1,L1_24,F,unreadable,1,670,6.5073,Critical,Word,Constituent,Right
L1,L1_24,F,tonfinement,1,631,6.4473,Filler,Nonword,Phonological,NA
L1,L1_24,F,megardless,1,689,6.5352,Filler,Nonword,Phonological,NA
L1,L1_24,F,journelist,1,746,6.6147,Filler,Nonword,Unrelated,NA
L1,L1_24,F,studious,1,693,6.5410,Filler,Word,Phonological,NA
L1,L1_24,F,haturalism,1,621,6.4313,Filler,Nonword,Unrelated,NA
L1,L1_24,F,iddustrious,1,817,6.7056,Filler,Nonword,Unrelated,NA
L1,L1_24,F,capotalist,1,865,6.7627,Filler,Nonword,Unrelated,NA
L1,L1_24,F,gresidential,1,644,6.4677,Filler,Nonword,Unrelated,NA
L1,L1_24,F,teasurement,1,687,6.5323,Filler,Nonword,Phonological,NA
L1,L1_24,F,unmovable,1,728,6.5903,Critical,Word,Unrelated,Right
L1,L1_24,F,unskillful,1,777,6.6554,Critical,Word,Unrelated,Right
L1,L1_24,F,property,1,580,6.3630,Filler,Word,Phonological,NA
L1,L1_24,F,tranquallity,1,860,6.7569,Filler,Nonword,Unrelated,NA
L1,L1_24,F,letirement,1,695,6.5439,Filler,Nonword,Unrelated,NA
L1,L1_24,F,vechanize,1,832,6.7238,Filler,Nonword,Phonological,NA
L1,L1_24,F,rumiliation,1,816,6.7044,Filler,Nonword,Unrelated,NA
L1,L1_24,F,lengthwise,1,1097,7.0003,Filler,Nonword,Phonological,NA
L1,L1_24,F,accentuation,1,1246,7.1277,Filler,Word,Semantic,NA
L1,L1_24,F,unholiness,1,941,6.8469,Critical,Word,Unrelated,Left
L1,L1_24,F,candidacy,0,1347,7.2056,Filler,Word,Phonological,NA
L1,L1_24,F,university,1,858,6.7546,Filler,Word,Semantic,NA
L1,L1_24,F,original,1,876,6.7754,Filler,Word,Semantic,NA
L1,L1_24,F,impediment,1,777,6.6554,Filler,Word,Semantic,NA
L1,L1_24,F,difficalty,1,806,6.6921,Filler,Nonword,Unrelated,NA
L1,L1_24,F,reobtainable,1,887,6.7878,Critical,Word,Constituent,Left
L1,L1_24,F,resealable,1,674,6.5132,Critical,Word,NonConstituent,Left
L1,L1_24,F,ahvertiser,1,761,6.6346,Filler,Nonword,Phonological,NA
L1,L1_24,F,hontractor,1,612,6.4167,Filler,Nonword,Phonological,NA
L1,L1_24,F,ungraceful,1,686,6.5309,Critical,Word,Unrelated,Right
L1,L1_24,F,botherhood,1,862,6.7593,Filler,Nonword,Phonological,NA
L1,L1_24,F,elastecity,0,1401,7.2449,Filler,Nonword,Phonological,NA
L1,L1_24,F,feltowship,1,1002,6.9098,Filler,Nonword,Phonological,NA
L1,L1_24,F,unkindness,1,648,6.4739,Critical,Word,Constituent,Left
L1,L1_24,F,entertainer,1,842,6.7358,Filler,Word,Phonological,NA
L1,L1_24,F,reattachable,1,1092,6.9958,Critical,Word,Unrelated,Left
L1,L1_24,F,danufacturer,1,1002,6.9098,Filler,Nonword,Unrelated,NA
L1,L1_24,F,fersistent,1,1017,6.9246,Filler,Nonword,Phonological,NA
L1,L1_24,F,innovakive,1,757,6.6294,Filler,Nonword,Unrelated,NA
L1,L1_24,F,ocservatory,1,995,6.9027,Filler,Nonword,Phonological,NA
L1,L1_24,F,gepression,1,751,6.6214,Filler,Nonword,Unrelated,NA
L1,L1_24,F,termination,1,1036,6.9431,Filler,Word,Semantic,NA
L1,L1_24,F,frosperous,1,792,6.6746,Filler,Nonword,Phonological,NA
L1,L1_24,F,cegression,1,699,6.5497,Filler,Nonword,Phonological,NA
L1,L1_24,F,unthankful,1,705,6.5582,Critical,Word,Constituent,Right
L1,L1_24,F,stewirdship,1,802,6.6871,Filler,Nonword,Unrelated,NA
L1,L1_24,F,hospitality,1,602,6.4003,Filler,Word,Phonological,NA
L1,L1_24,F,reterminism,1,992,6.8997,Filler,Nonword,Phonological,NA
L1,L1_24,F,merformance,1,854,6.7499,Filler,Nonword,Unrelated,NA
L1,L1_24,F,darenthood,1,665,6.4998,Filler,Nonword,Phonological,NA
L1,L1_24,F,untouchable,1,555,6.3190,Critical,Word,Unrelated,Right
L1,L1_24,F,reusable,1,805,6.6908,Critical,Word,Constituent,Left
L1,L1_24,F,acceleration,1,646,6.4708,Filler,Word,Semantic,NA
L1,L1_24,F,tublicize,1,818,6.7069,Filler,Nonword,Phonological,NA
L1,L1_24,F,unbreakable,1,599,6.3953,Critical,Word,Unrelated,Right
L1,L1_24,F,rehydratable,0,1292,7.1639,Critical,Word,Unrelated,Left
L1,L1_24,F,pastionless,1,1233,7.1172,Filler,Nonword,Unrelated,NA
L1,L1_24,F,supplement,1,838,6.7310,Filler,Word,Phonological,NA
L1,L1_24,F,reclosable,1,687,6.5323,Critical,Word,Constituent,Left
L1,L1_24,F,electricity,1,786,6.6670,Filler,Word,Phonological,NA
L1,L1_24,F,untruthful,1,604,6.4036,Critical,Word,Unrelated,Right
L1,L1_24,F,uncleverness,0,1096,6.9994,Critical,Word,Constituent,Left
L1,L1_24,F,veclaration,1,936,6.8416,Filler,Nonword,Unrelated,NA
L1,L1_24,F,literary,1,843,6.7370,Filler,Word,Phonological,NA
L1,L1_24,F,resellable,1,1037,6.9441,Critical,Word,Unrelated,Left
L1,L1_24,F,unwariness,1,793,6.6758,Critical,Word,Constituent,Left
L1,L1_24,F,readjustable,1,1004,6.9117,Critical,Word,NonConstituent,Left
L1,L1_24,F,fisterhood,1,561,6.3297,Filler,Nonword,Unrelated,NA
L1,L1_24,F,megulation,1,908,6.8112,Filler,Nonword,Phonological,NA
L1,L1_24,F,gategorical,1,602,6.4003,Filler,Nonword,Unrelated,NA
L1,L1_24,F,unhappiness,1,692,6.5396,Critical,Word,NonConstituent,Left
L1,L1_24,F,rospitalize,1,853,6.7488,Filler,Nonword,Unrelated,NA
L1,L1_24,F,pevelopment,1,672,6.5103,Filler,Nonword,Phonological,NA
L1,L1_24,F,unawareness,1,610,6.4135,Critical,Word,NonConstituent,Left
L1,L1_24,F,uneventful,1,458,6.1269,Critical,Word,Constituent,Right
L1,L1_24,F,bederalism,1,635,6.4536,Filler,Nonword,Phonological,NA
L1,L1_24,F,nistributor,1,674,6.5132,Filler,Nonword,Unrelated,NA
L1,L1_24,F,mitigation,1,982,6.8896,Filler,Word,Semantic,NA
L1,L1_24,F,bejection,1,585,6.3716,Filler,Nonword,Unrelated,NA
L1,L1_25,A,tranquallity,1,1014,6.9217,Filler,Nonword,Unrelated,NA
L1,L1_25,A,supplement,1,665,6.4998,Filler,Word,Phonological,NA
L1,L1_25,A,studious,1,494,6.2025,Filler,Word,Phonological,NA
L1,L1_25,A,ungraceful,1,599,6.3953,Critical,Word,Constituent,Right
L1,L1_25,A,undeniable,1,643,6.4661,Critical,Word,Unrelated,Right
L1,L1_25,A,termination,1,650,6.4770,Filler,Word,Semantic,NA
L1,L1_25,A,banoshment,1,707,6.5610,Filler,Nonword,Phonological,NA
L1,L1_25,A,unawareness,1,694,6.5425,Critical,Word,Unrelated,Left
L1,L1_25,A,rumiliation,1,1022,6.9295,Filler,Nonword,Unrelated,NA
L1,L1_25,A,letirement,1,1180,7.0733,Filler,Nonword,Unrelated,NA
L1,L1_25,A,shiendship,1,834,6.7262,Filler,Nonword,Phonological,NA
L1,L1_25,A,adsurdly,0,769,6.6451,Filler,Nonword,Unrelated,NA
L1,L1_25,A,unclearness,1,692,6.5396,Critical,Word,Constituent,Left
L1,L1_25,A,uneventful,1,601,6.3986,Critical,Word,Unrelated,Right
L1,L1_25,A,pastionless,1,1020,6.9276,Filler,Nonword,Unrelated,NA
L1,L1_25,A,matherhood,1,715,6.5723,Filler,Nonword,Phonological,NA
L1,L1_25,A,rospitalize,1,798,6.6821,Filler,Nonword,Unrelated,NA
L1,L1_25,A,embarrassment,1,606,6.4069,Filler,Word,Semantic,NA
L1,L1_25,A,gategorical,1,679,6.5206,Filler,Nonword,Unrelated,NA
L1,L1_25,A,unskillful,1,634,6.4520,Critical,Word,Constituent,Right
L1,L1_25,A,accentuation,1,755,6.6267,Filler,Word,Semantic,NA
L1,L1_25,A,intentional,1,756,6.6280,Filler,Word,Semantic,NA
L1,L1_25,A,journelist,1,668,6.5043,Filler,Nonword,Unrelated,NA
L1,L1_25,A,reobtainable,1,879,6.7788,Critical,Word,NonConstituent,Left
L1,L1_25,A,lengthwise,0,595,6.3886,Filler,Nonword,Phonological,NA
L1,L1_25,A,teasurement,1,682,6.5250,Filler,Nonword,Phonological,NA
L1,L1_25,A,pevelopment,1,629,6.4441,Filler,Nonword,Phonological,NA
L1,L1_25,A,botherhood,1,956,6.8628,Filler,Nonword,Phonological,NA
L1,L1_25,A,untouchable,1,599,6.3953,Critical,Word,Constituent,Right
L1,L1_25,A,resealable,1,833,6.7250,Critical,Word,Unrelated,Left
L1,L1_25,A,tegislature,1,751,6.6214,Filler,Nonword,Unrelated,NA
L1,L1_25,A,vechanize,1,956,6.8628,Filler,Nonword,Phonological,NA
L1,L1_25,A,gepression,1,948,6.8544,Filler,Nonword,Unrelated,NA
L1,L1_25,A,department,1,717,6.5751,Filler,Word,Phonological,NA
L1,L1_25,A,unkindness,1,571,6.3474,Critical,Word,NonConstituent,Left
L1,L1_25,A,candidacy,1,710,6.5653,Filler,Word,Phonological,NA
L1,L1_25,A,unmovable,1,656,6.4862,Critical,Word,Constituent,Right
L1,L1_25,A,frosperous,0,1451,7.2800,Filler,Nonword,Phonological,NA
L1,L1_25,A,fisterhood,1,713,6.5695,Filler,Nonword,Unrelated,NA
L1,L1_25,A,hospitality,1,687,6.5323,Filler,Word,Phonological,NA
L1,L1_25,A,unthankful,1,617,6.4249,Critical,Word,Unrelated,Right
L1,L1_25,A,feltowship,1,774,6.6516,Filler,Nonword,Phonological,NA
L1,L1_25,A,crofessional,1,697,6.5468,Filler,Nonword,Unrelated,NA
L1,L1_25,A,rationalist,1,673,6.5117,Filler,Word,Phonological,NA
L1,L1_25,A,untruthful,1,532,6.2766,Critical,Word,Constituent,Right
L1,L1_25,A,capotalist,1,641,6.4630,Filler,Nonword,Unrelated,NA
L1,L1_25,A,haturalism,1,643,6.4661,Filler,Nonword,Unrelated,NA
L1,L1_25,A,unholiness,1,667,6.5028,Critical,Word,Constituent,Left
L1,L1_25,A,elastecity,1,738,6.6039,Filler,Nonword,Phonological,NA
L1,L1_25,A,veclaration,1,1004,6.9117,Filler,Nonword,Unrelated,NA
L1,L1_25,A,mitigation,1,573,6.3509,Filler,Word,Semantic,NA
L1,L1_25,A,bederalism,1,568,6.3421,Filler,Nonword,Phonological,NA
L1,L1_25,A,hontractor,1,579,6.3613,Filler,Nonword,Phonological,NA
L1,L1_25,A,unripeness,1,895,6.7968,Critical,Word,Unrelated,Left
L1,L1_25,A,unhappiness,1,559,6.3261,Critical,Word,Unrelated,Left
L1,L1_25,A,categerize,1,701,6.5525,Filler,Nonword,Phonological,NA
L1,L1_25,A,recomputable,1,731,6.5944,Critical,Word,Unrelated,Left
L1,L1_25,A,reterminism,1,875,6.7742,Filler,Nonword,Phonological,NA
L1,L1_25,A,merformance,1,664,6.4983,Filler,Nonword,Unrelated,NA
L1,L1_25,A,literary,1,502,6.2186,Filler,Word,Phonological,NA
L1,L1_25,A,iddustrious,1,738,6.6039,Filler,Nonword,Unrelated,NA
L1,L1_25,A,entertainer,1,735,6.5999,Filler,Word,Phonological,NA
L1,L1_25,A,resellable,1,689,6.5352,Critical,Word,Constituent,Left
L1,L1_25,A,innovakive,1,712,6.5681,Filler,Nonword,Unrelated,NA
L1,L1_25,A,unresentful,1,646,6.4708,Critical,Word,Unrelated,Right
L1,L1_25,A,darenthood,1,583,6.3682,Filler,Nonword,Phonological,NA
L1,L1_25,A,readjustable,1,696,6.5453,Critical,Word,Unrelated,Left
L1,L1_25,A,nistributor,1,654,6.4831,Filler,Nonword,Unrelated,NA
L1,L1_25,A,unavoidable,1,595,6.3886,Critical,Word,Unrelated,Right
L1,L1_25,A,tublicize,1,546,6.3026,Filler,Nonword,Phonological,NA
L1,L1_25,A,bejection,1,609,6.4118,Filler,Nonword,Unrelated,NA
L1,L1_25,A,reclosable,1,487,6.1883,Critical,Word,NonConstituent,Left
L1,L1_25,A,gresidential,1,620,6.4297,Filler,Nonword,Unrelated,NA
L1,L1_25,A,rehydratable,1,690,6.5367,Critical,Word,Constituent,Left
L1,L1_25,A,uncleverness,1,727,6.5889,Critical,Word,NonConstituent,Left
L1,L1_25,A,acceleration,1,711,6.5667,Filler,Word,Semantic,NA
L1,L1_25,A,unreadable,1,527,6.2672,Critical,Word,Unrelated,Right
L1,L1_25,A,ocservatory,1,907,6.8101,Filler,Nonword,Phonological,NA
L1,L1_25,A,emuivalence,1,1047,6.9537,Filler,Nonword,Unrelated,NA
L1,L1_25,A,reattachable,1,646,6.4708,Critical,Word,Constituent,Left
L1,L1_25,A,unbreakable,1,490,6.1944,Critical,Word,Constituent,Right
L1,L1_25,A,tonfinement,1,654,6.4831,Filler,Nonword,Phonological,NA
L1,L1_25,A,property,1,493,6.2005,Filler,Word,Phonological,NA
L1,L1_25,A,electricity,1,689,6.5352,Filler,Word,Phonological,NA
